,date,vader_prediction
1830,2022-12-02 19:07:07+00:00,neutral
1831,2022-12-02 19:02:12+00:00,positive
1832,2022-12-02 18:53:08+00:00,negative
1833,2022-12-02 18:20:19+00:00,negative
1834,2022-12-02 17:54:33+00:00,neutral
1835,2022-12-02 17:44:38+00:00,neutral
1836,2022-12-02 16:41:04+00:00,negative
1837,2022-12-02 16:34:56+00:00,neutral
1838,2022-12-02 10:52:18+00:00,positive
1839,2022-12-02 10:47:23+00:00,neutral
1840,2022-12-04 08:53:09+00:00,neutral
1841,2022-12-04 08:43:05+00:00,neutral
1842,2022-12-04 06:34:47+00:00,negative
1843,2022-12-04 05:46:35+00:00,negative
1844,2022-12-04 05:33:36+00:00,neutral
1845,2022-12-04 05:32:52+00:00,neutral
1846,2022-12-04 05:24:43+00:00,positive
1847,2022-12-04 05:17:47+00:00,neutral
1848,2022-12-04 05:07:56+00:00,neutral
1849,2022-12-04 05:04:01+00:00,positive
1850,2022-12-04 05:01:58+00:00,negative
1851,2022-12-04 04:35:56+00:00,positive
1852,2022-12-04 04:28:20+00:00,neutral
1853,2022-12-04 04:00:02+00:00,positive
1854,2022-12-04 02:26:17+00:00,positive
1855,2022-12-04 02:24:26+00:00,positive
1856,2022-12-04 02:19:09+00:00,negative
1857,2022-12-04 02:09:31+00:00,positive
1858,2022-12-04 00:53:00+00:00,positive
1859,2022-12-04 00:51:52+00:00,positive
1860,2022-12-03 21:53:01+00:00,positive
1861,2022-12-03 21:51:59+00:00,positive
1862,2022-12-03 21:47:42+00:00,negative
1863,2022-12-03 21:41:45+00:00,positive
1864,2022-12-03 21:26:12+00:00,positive
1865,2022-12-03 21:20:16+00:00,positive
1866,2022-12-03 19:52:05+00:00,positive
1867,2022-12-03 19:49:57+00:00,neutral
1868,2022-12-03 19:48:57+00:00,positive
1869,2022-12-03 19:46:56+00:00,positive
1870,2022-12-03 19:44:19+00:00,positive
1871,2022-12-03 19:43:26+00:00,positive
1872,2022-12-03 19:29:06+00:00,negative
1873,2022-12-03 19:01:29+00:00,positive
1874,2022-12-03 18:38:54+00:00,neutral
1875,2022-12-03 10:50:39+00:00,positive
1876,2022-12-03 10:41:34+00:00,neutral
1877,2022-12-03 10:36:59+00:00,neutral
1878,2022-12-03 10:19:11+00:00,positive
1879,2022-12-03 08:48:59+00:00,positive
1880,2022-12-03 08:45:44+00:00,positive
1881,2022-12-03 08:33:51+00:00,neutral
1882,2022-12-03 06:19:35+00:00,positive
1883,2022-12-03 05:32:05+00:00,neutral
1884,2022-12-03 05:14:56+00:00,neutral
1885,2022-12-03 02:42:07+00:00,neutral
1886,2022-12-03 02:20:28+00:00,neutral
1887,2022-12-03 02:19:07+00:00,neutral
1888,2022-12-03 01:55:54+00:00,positive
1889,2022-12-05 07:48:11+00:00,neutral
1890,2022-12-05 07:38:36+00:00,neutral
1891,2022-12-05 05:54:34+00:00,neutral
1892,2022-12-05 05:42:05+00:00,positive
1893,2022-12-05 04:57:19+00:00,neutral
1894,2022-12-05 04:55:21+00:00,neutral
1895,2022-12-05 04:36:21+00:00,neutral
1896,2022-12-05 03:16:30+00:00,negative
1897,2022-12-05 02:38:04+00:00,neutral
1898,2022-12-05 02:25:08+00:00,positive
1899,2022-12-05 02:19:33+00:00,positive
1900,2022-12-05 02:15:30+00:00,positive
1901,2022-12-04 13:02:47+00:00,neutral
1902,2022-12-04 12:39:43+00:00,positive
1903,2022-12-04 12:21:27+00:00,positive
1904,2022-12-05 18:59:37+00:00,positive
1905,2022-12-05 18:48:15+00:00,neutral
1906,2022-12-05 18:39:31+00:00,neutral
1907,2022-12-05 17:09:48+00:00,neutral
1908,2022-12-05 17:08:08+00:00,negative
1909,2022-12-06 23:42:19+00:00,neutral
1910,2022-12-06 23:34:58+00:00,negative
1911,2022-12-06 21:27:11+00:00,positive
1912,2022-12-06 21:13:49+00:00,positive
1913,2022-12-06 18:46:25+00:00,neutral
1914,2022-12-06 10:49:39+00:00,neutral
1915,2022-12-06 09:08:27+00:00,positive
1916,2022-12-07 20:35:39+00:00,positive
1917,2022-12-07 20:33:11+00:00,positive
1918,2022-12-07 10:36:28+00:00,neutral
1919,2022-12-07 04:55:11+00:00,positive
1920,2022-12-07 02:45:54+00:00,neutral
1921,2022-12-07 02:40:08+00:00,neutral
1922,2022-12-08 20:10:27+00:00,negative
1923,2022-12-08 20:05:38+00:00,positive
1924,2022-12-08 20:03:42+00:00,negative
1925,2022-12-08 19:54:54+00:00,neutral
1926,2022-12-08 19:53:03+00:00,positive
1927,2022-12-08 19:15:26+00:00,positive
1928,2022-12-08 17:40:54+00:00,neutral
1929,2022-12-08 17:17:49+00:00,neutral
1930,2022-12-08 17:17:01+00:00,positive
1931,2022-12-08 09:44:29+00:00,neutral
1932,2022-12-18 05:20:02+00:00,neutral
1933,2022-12-10 03:25:32+00:00,positive
1934,2022-12-10 03:00:25+00:00,positive
1935,2022-12-10 02:58:42+00:00,negative
1936,2022-12-10 01:57:36+00:00,neutral
1937,2022-12-09 23:20:46+00:00,negative
1938,2022-12-09 22:22:06+00:00,neutral
1939,2022-12-09 21:12:38+00:00,positive
1940,2022-12-09 21:07:07+00:00,neutral
1941,2022-12-09 20:59:23+00:00,neutral
1942,2022-12-09 20:58:03+00:00,neutral
1943,2022-12-09 20:56:04+00:00,positive
1944,2022-12-09 20:35:56+00:00,neutral
1945,2022-12-09 20:32:44+00:00,positive
1946,2022-12-09 19:34:44+00:00,positive
1947,2022-12-09 19:32:24+00:00,negative
1948,2022-12-09 18:59:05+00:00,positive
1949,2022-12-09 18:54:11+00:00,positive
1950,2022-12-09 18:43:56+00:00,positive
1951,2022-12-09 18:09:46+00:00,neutral
1952,2022-12-09 18:07:42+00:00,positive
1953,2022-12-09 18:03:00+00:00,positive
1954,2022-12-09 18:00:43+00:00,positive
1955,2022-12-09 17:59:03+00:00,negative
1956,2022-12-09 17:09:59+00:00,positive
1957,2022-12-09 17:08:10+00:00,neutral
1958,2022-12-09 17:00:06+00:00,positive
1959,2022-12-09 08:33:27+00:00,neutral
1960,2022-12-09 08:23:13+00:00,neutral
1961,2022-12-09 08:07:43+00:00,neutral
1962,2022-12-09 08:00:28+00:00,negative
1963,2022-12-09 07:58:55+00:00,positive
1964,2022-12-09 07:56:06+00:00,neutral
1965,2022-12-09 07:39:13+00:00,positive
1966,2022-12-09 07:19:53+00:00,neutral
1967,2022-12-09 07:13:22+00:00,positive
1968,2022-12-09 05:13:42+00:00,positive
1969,2022-12-09 04:57:56+00:00,positive
1970,2022-12-09 04:46:35+00:00,negative
1971,2022-12-09 04:37:08+00:00,negative
1972,2022-12-09 04:27:08+00:00,neutral
1973,2022-12-09 04:24:22+00:00,positive
1974,2022-12-09 04:23:42+00:00,neutral
1975,2022-12-09 04:20:05+00:00,positive
1976,2022-12-09 04:18:26+00:00,positive
1977,2022-12-09 03:54:39+00:00,negative
1978,2022-12-09 03:52:05+00:00,neutral
1979,2022-12-09 03:47:16+00:00,negative
1980,2022-12-09 03:41:30+00:00,positive
1981,2022-12-09 03:35:52+00:00,neutral
1982,2022-12-09 03:32:26+00:00,negative
1983,2022-12-09 03:29:45+00:00,neutral
1984,2022-12-09 03:28:28+00:00,positive
1985,2022-12-09 03:15:05+00:00,negative
1986,2022-12-09 03:11:48+00:00,positive
1987,2022-12-09 02:32:43+00:00,positive
1988,2022-12-09 02:28:50+00:00,neutral
1989,2022-12-09 02:23:47+00:00,neutral
1990,2022-12-09 01:56:25+00:00,positive
1991,2022-12-09 01:30:29+00:00,neutral
1992,2022-12-08 21:22:36+00:00,positive
1993,2022-12-10 23:22:58+00:00,neutral
1994,2022-12-10 19:56:59+00:00,negative
1995,2022-12-10 19:29:34+00:00,positive
1996,2022-12-10 19:21:31+00:00,neutral
1997,2022-12-10 17:08:02+00:00,positive
1998,2022-12-10 08:18:29+00:00,positive
1999,2022-12-10 08:14:00+00:00,neutral
2000,2022-12-10 08:01:28+00:00,positive
2001,2022-12-10 07:54:55+00:00,positive
2002,2022-12-10 07:50:57+00:00,negative
2003,2022-12-10 07:44:05+00:00,positive
2004,2022-12-10 07:41:31+00:00,neutral
2005,2022-12-10 07:40:47+00:00,negative
2006,2022-12-10 06:24:18+00:00,positive
2007,2022-12-11 21:32:38+00:00,positive
2008,2022-12-11 20:27:38+00:00,positive
2009,2022-12-11 20:18:43+00:00,neutral
2010,2022-12-11 20:16:13+00:00,neutral
2011,2022-12-11 20:07:59+00:00,positive
2012,2022-12-11 19:50:50+00:00,neutral
2013,2022-12-11 19:47:35+00:00,negative
2014,2022-12-11 19:36:16+00:00,neutral
2015,2022-12-11 19:20:39+00:00,positive
2016,2022-12-11 19:17:49+00:00,positive
2017,2022-12-11 18:52:28+00:00,neutral
2018,2022-12-11 18:36:24+00:00,neutral
2019,2022-12-11 18:12:21+00:00,positive
2020,2022-12-11 10:58:17+00:00,neutral
2021,2022-12-11 10:28:59+00:00,neutral
2022,2022-12-11 10:22:45+00:00,neutral
2023,2022-12-11 09:09:55+00:00,neutral
2024,2022-12-11 08:50:15+00:00,neutral
2025,2022-12-11 08:40:09+00:00,negative
2026,2022-12-11 08:26:28+00:00,negative
2027,2022-12-11 08:23:32+00:00,negative
2028,2022-12-11 08:09:37+00:00,positive
2029,2022-12-11 07:58:46+00:00,neutral
2030,2022-12-11 07:37:44+00:00,positive
2031,2022-12-11 05:35:53+00:00,neutral
2032,2022-12-12 21:40:20+00:00,positive
2033,2022-12-12 21:34:51+00:00,neutral
2034,2022-12-12 21:14:47+00:00,neutral
2035,2022-12-12 20:56:45+00:00,positive
2036,2022-12-12 20:56:17+00:00,neutral
2037,2022-12-12 20:46:24+00:00,positive
2038,2022-12-12 20:45:26+00:00,positive
2039,2022-12-12 20:44:53+00:00,negative
2040,2022-12-12 19:53:49+00:00,negative
2041,2022-12-12 19:36:52+00:00,negative
2042,2022-12-12 14:36:58+00:00,positive
2043,2022-12-12 14:27:11+00:00,neutral
2044,2022-12-12 14:21:31+00:00,positive
2045,2022-12-12 13:42:43+00:00,positive
2046,2022-12-12 13:25:02+00:00,positive
2047,2022-12-12 13:22:09+00:00,neutral
2048,2022-12-12 12:25:32+00:00,negative
2049,2022-12-12 11:54:45+00:00,neutral
2050,2022-12-12 11:35:09+00:00,negative
2051,2022-12-12 11:24:29+00:00,positive
2052,2022-12-12 11:01:19+00:00,negative
2053,2022-12-12 01:29:00+00:00,negative
2054,2022-12-12 01:13:11+00:00,negative
2055,2022-12-12 00:16:27+00:00,neutral
2056,2022-12-11 23:37:21+00:00,positive
2057,2022-12-21 00:00:45+00:00,neutral
2058,2022-12-13 19:01:12+00:00,positive
2059,2022-12-13 18:38:52+00:00,neutral
2060,2022-12-13 18:27:33+00:00,neutral
2061,2022-12-13 18:09:35+00:00,positive
2062,2022-12-13 18:08:06+00:00,positive
2063,2022-12-13 18:05:01+00:00,negative
2064,2022-12-13 07:54:49+00:00,positive
2065,2022-12-13 06:27:15+00:00,neutral
2066,2022-12-13 06:10:53+00:00,negative
2067,2022-12-13 05:51:40+00:00,neutral
2068,2022-12-13 03:46:54+00:00,neutral
2069,2022-12-13 02:27:23+00:00,neutral
2070,2022-12-13 01:15:20+00:00,neutral
2071,2022-12-13 01:11:59+00:00,neutral
2072,2022-12-13 00:52:57+00:00,negative
2073,2022-12-13 00:50:55+00:00,negative
2074,2022-12-12 22:15:25+00:00,neutral
2075,2022-12-14 12:08:43+00:00,positive
2076,2022-12-14 11:42:47+00:00,negative
2077,2022-12-14 11:35:03+00:00,neutral
2078,2022-12-14 11:09:55+00:00,neutral
2079,2022-12-14 10:53:36+00:00,positive
2080,2022-12-14 10:17:50+00:00,neutral
2081,2022-12-14 10:12:55+00:00,positive
2082,2022-12-14 09:06:53+00:00,neutral
2083,2022-12-14 09:05:41+00:00,positive
2084,2022-12-14 08:31:06+00:00,positive
2085,2022-12-14 06:51:46+00:00,neutral
2086,2022-12-14 06:34:33+00:00,neutral
2087,2022-12-14 04:37:50+00:00,negative
2088,2022-12-14 04:29:11+00:00,neutral
2089,2022-12-14 04:24:00+00:00,positive
2090,2022-12-14 04:20:23+00:00,neutral
2091,2022-12-14 04:19:49+00:00,positive
2092,2022-12-14 04:14:12+00:00,positive
2093,2022-12-14 04:12:15+00:00,neutral
2094,2022-12-14 03:49:12+00:00,negative
2095,2022-12-14 03:24:59+00:00,neutral
2096,2022-12-14 03:21:32+00:00,neutral
2097,2022-12-14 03:13:27+00:00,neutral
2098,2022-12-14 00:11:15+00:00,negative
2099,2022-12-13 23:39:15+00:00,positive
2100,2022-12-13 23:21:58+00:00,negative
2101,2022-12-13 23:17:04+00:00,neutral
2102,2022-12-13 23:10:28+00:00,positive
2103,2022-12-13 23:06:41+00:00,positive
2104,2022-12-13 21:21:13+00:00,positive
2105,2022-12-13 21:17:53+00:00,positive
2106,2022-12-13 21:11:06+00:00,positive
2107,2022-12-13 20:51:21+00:00,positive
2108,2022-12-13 20:36:21+00:00,positive
2109,2022-12-13 19:46:33+00:00,positive
2110,2022-12-15 06:18:50+00:00,positive
2111,2022-12-15 03:54:41+00:00,positive
2112,2022-12-15 03:50:23+00:00,neutral
2113,2022-12-15 00:48:13+00:00,negative
2114,2022-12-15 00:13:31+00:00,negative
2115,2022-12-14 22:00:11+00:00,negative
2116,2022-12-14 20:13:56+00:00,neutral
2117,2022-12-14 19:14:53+00:00,negative
2118,2022-12-16 08:24:57+00:00,negative
2119,2022-12-16 07:53:39+00:00,neutral
2120,2022-12-16 07:39:39+00:00,neutral
2121,2022-12-16 07:32:31+00:00,negative
2122,2022-12-16 07:20:03+00:00,negative
2123,2022-12-16 07:12:33+00:00,neutral
2124,2022-12-16 07:10:59+00:00,negative
2125,2022-12-16 07:07:36+00:00,neutral
2126,2022-12-16 06:54:07+00:00,neutral
2127,2022-12-16 06:48:31+00:00,negative
2128,2022-12-16 06:26:43+00:00,positive
2129,2022-12-16 06:21:49+00:00,positive
2130,2022-12-16 05:22:02+00:00,positive
2131,2022-12-16 05:18:31+00:00,neutral
2132,2022-12-16 04:49:03+00:00,positive
2133,2022-12-16 04:47:39+00:00,positive
2134,2022-12-16 04:45:31+00:00,neutral
2135,2022-12-16 04:34:25+00:00,neutral
2136,2022-12-16 04:33:40+00:00,negative
2137,2022-12-16 04:04:49+00:00,neutral
2138,2022-12-16 03:56:48+00:00,neutral
2139,2022-12-16 03:44:49+00:00,neutral
2140,2022-12-16 03:40:27+00:00,positive
2141,2022-12-16 03:29:47+00:00,positive
2142,2022-12-16 03:24:59+00:00,positive
2143,2022-12-16 03:09:00+00:00,negative
2144,2022-12-16 02:22:25+00:00,positive
2145,2022-12-16 02:20:56+00:00,negative
2146,2022-12-16 02:12:23+00:00,neutral
2147,2022-12-15 23:20:30+00:00,positive
2148,2022-12-15 18:44:08+00:00,neutral
2149,2022-12-15 18:26:26+00:00,negative
2150,2022-12-17 09:18:55+00:00,neutral
2151,2022-12-17 09:15:26+00:00,neutral
2152,2022-12-17 09:09:26+00:00,positive
2153,2022-12-17 08:51:24+00:00,negative
2154,2022-12-17 08:44:17+00:00,positive
2155,2022-12-17 08:42:30+00:00,positive
2156,2022-12-17 08:34:15+00:00,neutral
2157,2022-12-17 08:27:08+00:00,neutral
2158,2022-12-17 08:23:32+00:00,positive
2159,2022-12-17 08:22:20+00:00,neutral
2160,2022-12-17 07:27:59+00:00,negative
2161,2022-12-17 07:02:26+00:00,positive
2162,2022-12-17 06:32:34+00:00,neutral
2163,2022-12-17 05:28:36+00:00,negative
2164,2022-12-17 05:18:16+00:00,neutral
2165,2022-12-17 05:12:50+00:00,negative
2166,2022-12-17 03:08:56+00:00,positive
2167,2022-12-17 02:34:29+00:00,neutral
2168,2022-12-17 00:04:47+00:00,negative
2169,2022-12-16 23:59:04+00:00,positive
2170,2022-12-16 23:57:22+00:00,neutral
2171,2022-12-16 22:08:30+00:00,neutral
2172,2022-12-16 22:03:55+00:00,negative
2173,2022-12-16 22:02:43+00:00,negative
2174,2022-12-16 21:54:24+00:00,positive
2175,2022-12-16 21:52:13+00:00,positive
2176,2022-12-16 21:20:50+00:00,neutral
2177,2022-12-16 21:15:48+00:00,negative
2178,2022-12-16 21:12:27+00:00,positive
2179,2022-12-16 21:08:57+00:00,neutral
2180,2022-12-16 21:07:23+00:00,neutral
2181,2022-12-16 21:03:30+00:00,neutral
2182,2022-12-16 21:03:12+00:00,positive
2183,2022-12-16 20:45:31+00:00,positive
2184,2022-12-16 20:38:47+00:00,positive
2185,2022-12-16 20:34:35+00:00,positive
2186,2022-12-16 20:21:03+00:00,positive
2187,2022-12-16 19:36:06+00:00,negative
2188,2022-12-16 18:36:34+00:00,neutral
2189,2022-12-16 18:34:57+00:00,positive
2190,2022-12-16 18:25:26+00:00,neutral
2191,2022-12-16 18:02:33+00:00,neutral
2192,2022-12-16 17:57:16+00:00,neutral
2193,2022-12-16 17:56:44+00:00,negative
2194,2022-12-16 17:26:17+00:00,neutral
2195,2022-12-16 17:25:28+00:00,neutral
2196,2022-12-16 17:00:17+00:00,neutral
2197,2022-12-18 06:02:01+00:00,neutral
2198,2022-12-18 00:13:09+00:00,positive
2199,2022-12-18 00:06:43+00:00,positive
2200,2022-12-17 23:56:32+00:00,neutral
2201,2022-12-17 23:42:40+00:00,neutral
2202,2022-12-17 23:29:56+00:00,positive
2203,2022-12-17 23:28:25+00:00,neutral
2204,2022-12-17 22:24:54+00:00,negative
2205,2022-12-17 22:19:27+00:00,positive
2206,2022-12-17 22:03:14+00:00,negative
2207,2022-12-17 22:00:26+00:00,positive
2208,2022-12-17 21:58:21+00:00,positive
2209,2022-12-17 21:40:51+00:00,neutral
2210,2022-12-17 20:42:04+00:00,neutral
2211,2022-12-17 20:04:59+00:00,positive
2212,2022-12-17 20:00:03+00:00,neutral
2213,2022-12-17 19:29:27+00:00,positive
2214,2022-12-17 19:23:33+00:00,negative
2215,2022-12-17 19:21:18+00:00,neutral
2216,2022-12-17 19:16:36+00:00,positive
2217,2022-12-18 23:34:17+00:00,positive
2218,2022-12-18 23:20:33+00:00,neutral
2219,2022-12-18 23:17:27+00:00,neutral
2220,2022-12-18 23:15:42+00:00,positive
2221,2022-12-18 23:12:52+00:00,neutral
2222,2022-12-18 23:02:34+00:00,positive
2223,2022-12-18 22:29:25+00:00,neutral
2224,2022-12-18 22:12:26+00:00,neutral
2225,2022-12-18 21:42:51+00:00,positive
2226,2022-12-18 21:26:21+00:00,positive
2227,2022-12-18 20:10:20+00:00,neutral
2228,2022-12-18 18:02:47+00:00,positive
2229,2022-12-18 17:39:48+00:00,positive
2230,2022-12-18 16:55:22+00:00,neutral
2231,2022-12-18 16:54:13+00:00,positive
2232,2022-12-18 16:05:44+00:00,positive
2233,2022-12-18 15:27:49+00:00,positive
2234,2022-12-18 14:53:59+00:00,neutral
2235,2022-12-18 14:40:48+00:00,neutral
2236,2022-12-18 14:23:15+00:00,neutral
2237,2022-12-18 14:03:56+00:00,positive
2238,2022-12-18 07:39:50+00:00,neutral
2239,2022-12-18 05:36:30+00:00,neutral
2240,2022-12-18 04:47:20+00:00,positive
2241,2022-12-18 04:45:33+00:00,neutral
2242,2022-12-18 04:26:52+00:00,neutral
2243,2022-12-18 04:18:38+00:00,negative
2244,2022-12-18 04:14:42+00:00,negative
2245,2022-12-18 03:59:10+00:00,positive
2246,2022-12-18 01:01:27+00:00,negative
2247,2022-12-18 00:41:59+00:00,negative
2248,2022-12-18 00:20:36+00:00,positive
2249,2022-12-18 00:15:27+00:00,neutral
2250,2022-12-20 04:06:52+00:00,positive
2251,2022-12-20 03:58:32+00:00,neutral
2252,2022-12-20 01:43:08+00:00,positive
2253,2022-12-20 01:30:49+00:00,positive
2254,2022-12-20 01:16:00+00:00,positive
2255,2022-12-20 00:36:52+00:00,neutral
2256,2022-12-19 23:41:35+00:00,positive
2257,2022-12-19 23:27:30+00:00,positive
2258,2022-12-19 02:06:38+00:00,neutral
2259,2022-12-19 01:29:14+00:00,positive
2260,2022-12-19 01:19:52+00:00,neutral
2261,2022-12-19 01:10:37+00:00,neutral
2262,2022-12-19 00:23:02+00:00,neutral
2263,2022-12-19 00:04:43+00:00,neutral
2264,2022-12-18 23:58:35+00:00,positive
2265,2022-12-18 23:54:10+00:00,negative
2266,2022-12-18 23:43:31+00:00,positive
2267,2022-12-21 02:03:20+00:00,negative
2268,2022-12-21 01:33:37+00:00,neutral
2269,2022-12-21 01:30:21+00:00,neutral
2270,2022-12-21 01:20:58+00:00,negative
2271,2022-12-21 01:18:24+00:00,positive
2272,2022-12-21 01:09:30+00:00,positive
2273,2022-12-21 01:05:23+00:00,neutral
2274,2022-12-21 01:04:09+00:00,positive
2275,2022-12-21 01:01:07+00:00,neutral
2276,2022-12-21 00:59:43+00:00,neutral
2277,2022-12-21 00:57:24+00:00,neutral
2278,2022-12-21 00:51:36+00:00,positive
2279,2022-12-21 00:43:20+00:00,neutral
2280,2022-12-21 00:38:52+00:00,positive
2281,2022-12-21 00:37:23+00:00,positive
2282,2022-12-21 00:35:56+00:00,positive
2283,2022-12-21 00:21:41+00:00,neutral
2284,2022-12-21 00:20:20+00:00,neutral
2285,2022-12-21 00:12:45+00:00,neutral
2286,2022-12-20 23:50:05+00:00,neutral
2287,2022-12-20 22:34:34+00:00,positive
2288,2022-12-20 20:51:36+00:00,positive
2289,2022-12-20 20:41:41+00:00,positive
2290,2022-12-20 20:39:04+00:00,positive
2291,2022-12-20 20:38:09+00:00,positive
2292,2022-12-20 20:27:43+00:00,neutral
2293,2022-12-20 19:19:13+00:00,positive
2294,2022-12-20 19:16:51+00:00,negative
2295,2022-12-20 19:14:53+00:00,neutral
2296,2022-12-20 19:12:55+00:00,negative
2297,2022-12-20 18:11:53+00:00,neutral
2298,2022-12-20 18:00:27+00:00,neutral
2299,2022-12-20 17:32:35+00:00,neutral
2300,2022-12-20 17:15:24+00:00,positive
2301,2022-12-20 17:04:48+00:00,neutral
2302,2022-12-20 17:03:09+00:00,neutral
2303,2022-12-20 15:22:47+00:00,neutral
2304,2022-12-20 15:13:45+00:00,negative
2305,2022-12-20 15:10:54+00:00,neutral
2306,2022-12-20 06:35:28+00:00,neutral
2307,2022-12-20 06:15:15+00:00,positive
2308,2022-12-20 05:57:21+00:00,positive
2309,2022-12-20 05:51:48+00:00,neutral
2310,2022-12-20 05:49:48+00:00,negative
2311,2022-12-22 01:32:28+00:00,positive
2312,2022-12-22 01:27:14+00:00,negative
2313,2022-12-22 01:19:05+00:00,positive
2314,2022-12-21 23:57:54+00:00,negative
2315,2022-12-21 23:50:51+00:00,positive
2316,2022-12-21 23:48:55+00:00,neutral
2317,2022-12-21 15:51:42+00:00,positive
2318,2022-12-21 15:50:45+00:00,negative
2319,2022-12-21 10:42:26+00:00,positive
2320,2022-12-21 10:05:32+00:00,positive
2321,2022-12-21 10:00:54+00:00,neutral
2322,2022-12-21 09:54:10+00:00,positive
2323,2022-12-21 09:43:18+00:00,neutral
2324,2022-12-21 09:39:09+00:00,positive
2325,2022-12-21 08:19:15+00:00,positive
2326,2022-12-21 08:12:38+00:00,neutral
2327,2022-12-21 06:56:14+00:00,positive
2328,2022-12-21 04:22:07+00:00,negative
2329,2022-12-21 03:59:09+00:00,positive
2330,2022-12-21 03:18:34+00:00,negative
2331,2022-12-23 02:06:22+00:00,positive
2332,2022-12-23 02:05:45+00:00,positive
2333,2022-12-23 02:00:34+00:00,positive
2334,2022-12-23 01:58:02+00:00,neutral
2335,2022-12-22 21:20:14+00:00,positive
2336,2022-12-22 21:15:13+00:00,negative
2337,2022-12-22 18:37:21+00:00,positive
2338,2022-12-22 18:34:12+00:00,positive
2339,2022-12-22 16:54:24+00:00,positive
2340,2022-12-22 16:51:54+00:00,negative
2341,2022-12-22 16:50:28+00:00,neutral
2342,2022-12-22 16:44:55+00:00,positive
2343,2022-12-22 16:31:41+00:00,neutral
2344,2022-12-22 16:28:34+00:00,neutral
2345,2022-12-22 16:24:00+00:00,positive
2346,2022-12-22 16:05:54+00:00,neutral
2347,2022-12-22 15:59:49+00:00,negative
2348,2022-12-22 15:55:18+00:00,negative
2349,2022-12-22 10:18:29+00:00,positive
2350,2022-12-22 10:09:49+00:00,neutral
2351,2022-12-23 21:25:34+00:00,positive
2352,2022-12-23 21:23:58+00:00,positive
2353,2022-12-23 21:19:09+00:00,neutral
2354,2022-12-23 21:18:48+00:00,neutral
2355,2022-12-23 21:08:26+00:00,positive
2356,2022-12-23 19:08:52+00:00,neutral
2357,2022-12-23 18:56:50+00:00,positive
2358,2022-12-23 18:46:47+00:00,neutral
2359,2022-12-23 18:08:29+00:00,positive
2360,2022-12-23 18:07:07+00:00,positive
2361,2022-12-23 17:58:45+00:00,positive
2362,2022-12-23 17:46:12+00:00,positive
2363,2022-12-23 17:34:38+00:00,positive
2364,2022-12-23 17:33:56+00:00,positive
2365,2022-12-23 17:21:02+00:00,neutral
2366,2022-12-23 17:11:19+00:00,neutral
2367,2022-12-23 17:09:42+00:00,positive
2368,2022-12-23 17:08:52+00:00,neutral
2369,2022-12-23 14:06:07+00:00,positive
2370,2022-12-23 12:39:59+00:00,neutral
2371,2022-12-23 09:06:04+00:00,positive
2372,2022-12-23 09:01:39+00:00,positive
2373,2022-12-23 09:00:12+00:00,positive
2374,2022-12-23 04:57:25+00:00,neutral
2375,2022-12-23 04:44:52+00:00,neutral
2376,2022-12-24 21:13:37+00:00,neutral
2377,2022-12-24 13:25:14+00:00,positive
2378,2022-12-24 13:23:01+00:00,neutral
2379,2022-12-24 12:43:47+00:00,neutral
2380,2022-12-24 12:42:12+00:00,neutral
2381,2022-12-24 12:32:21+00:00,positive
2382,2022-12-24 12:28:57+00:00,neutral
2383,2022-12-24 12:27:13+00:00,negative
2384,2022-12-24 12:15:45+00:00,neutral
2385,2022-12-24 12:11:39+00:00,neutral
2386,2022-12-24 11:55:24+00:00,positive
2387,2022-12-24 11:51:04+00:00,positive
2388,2022-12-24 11:47:17+00:00,neutral
2389,2022-12-24 07:56:31+00:00,neutral
2390,2022-12-24 07:21:29+00:00,negative
2391,2022-12-24 07:10:11+00:00,negative
2392,2022-12-24 03:26:02+00:00,negative
2393,2022-12-24 03:25:06+00:00,positive
2394,2022-12-26 00:07:26+00:00,positive
2395,2022-12-25 20:47:12+00:00,negative
2396,2022-12-25 20:39:51+00:00,positive
2397,2022-12-25 19:29:09+00:00,positive
2398,2022-12-25 02:01:46+00:00,positive
2399,2022-12-27 02:33:21+00:00,positive
2400,2022-12-26 23:39:18+00:00,positive
2401,2022-12-26 21:51:58+00:00,neutral
2402,2022-12-26 20:07:46+00:00,negative
2403,2022-12-26 17:58:30+00:00,positive
2404,2022-12-26 17:56:10+00:00,positive
2405,2022-12-26 17:29:43+00:00,neutral
2406,2022-12-26 16:42:20+00:00,positive
2407,2022-12-26 16:40:41+00:00,neutral
2408,2022-12-26 04:20:46+00:00,positive
2409,2022-12-26 03:52:04+00:00,neutral
2410,2022-12-28 09:24:20+00:00,positive
2411,2022-12-28 09:22:19+00:00,positive
2412,2022-12-28 09:17:59+00:00,negative
2413,2022-12-28 09:16:06+00:00,neutral
2414,2022-12-28 09:13:32+00:00,neutral
2415,2022-12-28 07:17:26+00:00,positive
2416,2022-12-28 07:11:15+00:00,neutral
2417,2022-12-28 07:08:36+00:00,negative
2418,2022-12-28 06:54:55+00:00,positive
2419,2022-12-28 06:52:17+00:00,positive
2420,2022-12-28 06:39:50+00:00,negative
2421,2022-12-28 06:26:42+00:00,positive
2422,2022-12-28 05:09:40+00:00,positive
2423,2022-12-28 05:08:45+00:00,neutral
2424,2022-12-28 03:48:03+00:00,neutral
2425,2022-12-28 03:07:18+00:00,neutral
2426,2022-12-28 03:05:35+00:00,positive
